book_id,title,author,genres,description,average_rating,ratings_count,reviews_count,cleaned_description,standardized_genres
772,The Mind of Everything,Jane Austen,Non-fiction,"Written by the acclaimed author Jane Austen, this title delivers a gripping narrative centering on science and system. Ideal for fans of Non-fiction, it offers an immersive journey filled with exploration.",4.24,131,19,"written by the acclaimed author jane austen, this title delivers a gripping narrative centering on science and system. ideal for fans of non-fiction, it offers an immersive journey filled with exploration.",non-fiction
773,Inside Society,Colleen Hoover,Non-fiction,"Written by the acclaimed author Colleen Hoover, this title delivers a gripping narrative centering on system and culture. Ideal for fans of Non-fiction, it offers an immersive journey filled with society.",3.88,891,114,"written by the acclaimed author colleen hoover, this title delivers a gripping narrative centering on system and culture. ideal for fans of non-fiction, it offers an immersive journey filled with society.",non-fiction
774,The Century Secret,Stephen King,Historical Fiction,"Written by the acclaimed author Stephen King, this title delivers a gripping narrative centering on empire and era. Ideal for fans of Historical Fiction, it offers an immersive journey filled with generation.",2.78,216,17,"written by the acclaimed author stephen king, this title delivers a gripping narrative centering on empire and era. ideal for fans of historical fiction, it offers an immersive journey filled with generation.",historical fiction
775,The Artificial intelligence Protocol,Gillian Flynn,Science Fiction|Self-Help,"Uncovering the intricacies of productivity, this masterpiece by Gillian Flynn combines elements of Science Fiction, Self-Help to create a breathtaking experience. Dive into a world where happiness and goals shape the ultimate destiny.",3.75,92,11,"uncovering the intricacies of productivity, this masterpiece by gillian flynn combines elements of science fiction, self-help to create a breathtaking experience. dive into a world where happiness and goals shape the ultimate destiny.",science fiction|self-help
776,The Corporate Startup,Jane Austen,Business|Science Fiction|Historical Fiction,"Written by the acclaimed author Jane Austen, this title delivers a gripping narrative centering on alien and innovation. Ideal for fans of Business, Science Fiction, Historical Fiction, it offers an immersive journey filled with entrepreneur, futuristic, rebel, robot, century, heritage, economy.",3.49,633,92,"written by the acclaimed author jane austen, this title delivers a gripping narrative centering on alien and innovation. ideal for fans of business, science fiction, historical fiction, it offers an immersive journey filled with entrepreneur, futuristic, rebel, robot, century, heritage, economy.",business|historical fiction|science fiction
777,The Happiness Mindset,Colleen Hoover,Self-Help,"Uncovering the intricacies of happiness, this masterpiece by Colleen Hoover combines elements of Self-Help to create a breathtaking experience. Dive into a world where growth and goals shape the ultimate destiny.",3.81,877,128,"uncovering the intricacies of happiness, this masterpiece by colleen hoover combines elements of self-help to create a breathtaking experience. dive into a world where growth and goals shape the ultimate destiny.",self-help
778,Mastering your Lifestyle,Stephen King,Self-Help,"Uncovering the intricacies of focus, this masterpiece by Stephen King combines elements of Self-Help to create a breathtaking experience. Dive into a world where wisdom and success shape the ultimate destiny.",3.71,304,22,"uncovering the intricacies of focus, this masterpiece by stephen king combines elements of self-help to create a breathtaking experience. dive into a world where wisdom and success shape the ultimate destiny.",self-help
779,Struggle Unveiled,Jane Austen,Biography,"Uncovering the intricacies of portrait, this masterpiece by Jane Austen combines elements of Biography to create a breathtaking experience. Dive into a world where personal and inspiration shape the ultimate destiny.",3.63,454,50,"uncovering the intricacies of portrait, this masterpiece by jane austen combines elements of biography to create a breathtaking experience. dive into a world where personal and inspiration shape the ultimate destiny.",biography
780,12 Rules of Success,Ken Follett,Self-Help|Thriller,"A compelling read about productivity, growth, agent, chase, action and success. This book explores deep themes, masterfully written by Ken Follett. It stands out in its representation of Self-Help, Thriller.",3.98,3624,234,"a compelling read about productivity, growth, agent, chase, action and success. this book explores deep themes, masterfully written by ken follett. it stands out in its representation of self-help, thriller.",self-help|thriller
781,The Reality Era,Robert Kiyosaki,Non-fiction|Romance,"A compelling read about date, world, relationship, human, exploration and emotional. This book explores deep themes, masterfully written by Robert Kiyosaki. It stands out in its representation of Non-fiction, Romance.",4.02,2612,231,"a compelling read about date, world, relationship, human, exploration and emotional. this book explores deep themes, masterfully written by robert kiyosaki. it stands out in its representation of non-fiction, romance.",non-fiction|romance
782,The Heir of Realm,Dan Brown,Fantasy,"Written by the acclaimed author Dan Brown, this title delivers a gripping narrative centering on prophecy and realm. Ideal for fans of Fantasy, it offers an immersive journey filled with legendary.",3.27,1841,155,"written by the acclaimed author dan brown, this title delivers a gripping narrative centering on prophecy and realm. ideal for fans of fantasy, it offers an immersive journey filled with legendary.",fantasy
783,The Heir of Dragon,Stephen King,Fantasy|Thriller,"Uncovering the intricacies of survival, this masterpiece by Stephen King combines elements of Fantasy, Thriller to create a breathtaking experience. Dive into a world where spell and magic shape the ultimate destiny.",3.69,1164,112,"uncovering the intricacies of survival, this masterpiece by stephen king combines elements of fantasy, thriller to create a breathtaking experience. dive into a world where spell and magic shape the ultimate destiny.",fantasy|thriller
784,The Life of Journey,George R.R. Martin,Biography|Fantasy,"Written by the acclaimed author George R.R. Martin, this title delivers a gripping narrative centering on memoir and wizard. Ideal for fans of Biography, Fantasy, it offers an immersive journey filled with prophecy, career, inspiration, kingdom.",3.95,1399,78,"written by the acclaimed author george r.r. martin, this title delivers a gripping narrative centering on memoir and wizard. ideal for fans of biography, fantasy, it offers an immersive journey filled with prophecy, career, inspiration, kingdom.",biography|fantasy
785,Vanished in Secrets,Peter Thiel,Mystery|Thriller|Science Fiction,"A compelling read about survival, robot, puzzle, urgency, future, assassin, murder, futuristic and secrets. This book explores deep themes, masterfully written by Peter Thiel. It stands out in its representation of Mystery, Thriller, Science Fiction.",3.42,8163,517,"a compelling read about survival, robot, puzzle, urgency, future, assassin, murder, futuristic and secrets. this book explores deep themes, masterfully written by peter thiel. it stands out in its representation of mystery, thriller, science fiction.",mystery|science fiction|thriller
