book_id,title,author,genres,description,average_rating,ratings_count,reviews_count
709,The Escape Threat,Arthur Conan Doyle,Thriller,"Uncovering the intricacies of conspiracy, this masterpiece by Arthur Conan Doyle combines elements of Thriller to create a breathtaking experience. Dive into a world where threat and agent shape the ultimate destiny.",3.53,3461,350
710,The Vintage Tailor,Yuval Noah Harari,Historical Fiction|Fantasy|Science Fiction,"Uncovering the intricacies of war, this masterpiece by Yuval Noah Harari combines elements of Historical Fiction, Fantasy, Science Fiction to create a breathtaking experience. Dive into a world where empire and dragon shape the ultimate destiny.",5.0,481,65
711,The Murder Alibi,Dan Brown,Mystery|Historical Fiction,"Written by the acclaimed author Dan Brown, this title delivers a gripping narrative centering on puzzle and struggle. Ideal for fans of Mystery, Historical Fiction, it offers an immersive journey filled with case, era, rebel, truth.",3.78,936,124
712,Summer in Emotional,Simon Sinek,Romance,"Written by the acclaimed author Simon Sinek, this title delivers a gripping narrative centering on passion and love. Ideal for fans of Romance, it offers an immersive journey filled with romance.",3.99,3985,580
713,Becoming Memoir,Simon Sinek,Biography,"Written by the acclaimed author Simon Sinek, this title delivers a gripping narrative centering on struggle and achievement. Ideal for fans of Biography, it offers an immersive journey filled with triumph.",3.71,554,75
714,Shadows of Struggle,Arthur Conan Doyle,Historical Fiction,"A compelling read about history, era and vintage. This book explores deep themes, masterfully written by Arthur Conan Doyle. It stands out in its representation of Historical Fiction.",4.32,520,72
715,The Murder at Murder,Nicholas Sparks,Mystery,"Uncovering the intricacies of clue, this masterpiece by Nicholas Sparks combines elements of Mystery to create a breathtaking experience. Dive into a world where murder and mystery shape the ultimate destiny.",4.07,19,2
716,The Case of the Secrets,Tim Ferriss,Mystery,"Written by the acclaimed author Tim Ferriss, this title delivers a gripping narrative centering on detective and truth. Ideal for fans of Mystery, it offers an immersive journey filled with mystery.",4.68,497,60
717,12 Rules of Discipline,Ken Follett,Self-Help|Mystery|Biography,"Uncovering the intricacies of lifestyle, this masterpiece by Ken Follett combines elements of Self-Help, Mystery, Biography to create a breathtaking experience. Dive into a world where suspect and life shape the ultimate destiny.",3.45,1084,86
718,How to Build a Sales,Colleen Hoover,Business,"Uncovering the intricacies of corporate, this masterpiece by Colleen Hoover combines elements of Business to create a breathtaking experience. Dive into a world where strategy and entrepreneur shape the ultimate destiny.",4.32,351,27
719,Atomic Goals,Walter Isaacson,Self-Help|Biography,"Written by the acclaimed author Walter Isaacson, this title delivers a gripping narrative centering on growth and wisdom. Ideal for fans of Self-Help, Biography, it offers an immersive journey filled with career, triumph, success, life.",4.23,1231,97
720,Dragon and the Lost Kingdom,Nicholas Sparks,Fantasy|Mystery|Historical Fiction,"A compelling read about elf, struggle, rebel, clue, mystery, legendary, truth, ancient and dragon. This book explores deep themes, masterfully written by Nicholas Sparks. It stands out in its representation of Fantasy, Mystery, Historical Fiction.",4.03,1569,100
721,The Sword of Dragon,Colleen Hoover,Fantasy,"A compelling read about sword, wizard and realm. This book explores deep themes, masterfully written by Colleen Hoover. It stands out in its representation of Fantasy.",4.16,1644,190
722,The Heir of Wizard,Brandon Sanderson,Fantasy,"Uncovering the intricacies of wizard, this masterpiece by Brandon Sanderson combines elements of Fantasy to create a breathtaking experience. Dive into a world where realm and dragon shape the ultimate destiny.",4.06,1140,126
723,Mastering your Happiness,Adam Grant,Self-Help|Romance|Science Fiction,"Written by the acclaimed author Adam Grant, this title delivers a gripping narrative centering on love and heart. Ideal for fans of Self-Help, Romance, Science Fiction, it offers an immersive journey filled with wisdom, affection, discipline, cybernetic, dimensions, success, star.",3.79,230,13
724,The Devotion Promise,Daniel Kahneman,Romance|Biography,"Uncovering the intricacies of heart, this masterpiece by Daniel Kahneman combines elements of Romance, Biography to create a breathtaking experience. Dive into a world where triumph and journey shape the ultimate destiny.",3.06,93,5
725,The Life of Legacy,Daniel Kahneman,Biography,"Written by the acclaimed author Daniel Kahneman, this title delivers a gripping narrative centering on struggle and achievement. Ideal for fans of Biography, it offers an immersive journey filled with memoir.",3.44,459,60
726,Leading the Entrepreneur,Robert Kiyosaki,Business,"A compelling read about marketing, strategy and wealth. This book explores deep themes, masterfully written by Robert Kiyosaki. It stands out in its representation of Business.",3.81,1380,110
727,The Deadly Target,Dan Brown,Thriller|Self-Help,"Uncovering the intricacies of survival, this masterpiece by Dan Brown combines elements of Thriller, Self-Help to create a breathtaking experience. Dive into a world where lifestyle and habits shape the ultimate destiny.",3.8,249,32
728,Becoming Inspiration,Colleen Hoover,Biography,"Written by the acclaimed author Colleen Hoover, this title delivers a gripping narrative centering on struggle and autobiography. Ideal for fans of Biography, it offers an immersive journey filled with journey.",3.72,734,42
729,Decoding Facts,Ken Follett,Non-fiction,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on world and science. Ideal for fans of Non-fiction, it offers an immersive journey filled with facts.",3.08,266,19
730,Becoming Memoir,Tim Ferriss,Biography,"Written by the acclaimed author Tim Ferriss, this title delivers a gripping narrative centering on personal and life. Ideal for fans of Biography, it offers an immersive journey filled with triumph.",4.19,312,44
731,Decoding Human,Neil Gaiman,Non-fiction,"A compelling read about mind, exploration and society. This book explores deep themes, masterfully written by Neil Gaiman. It stands out in its representation of Non-fiction.",4.17,527,43
732,Becoming Journey,Tim Ferriss,Biography,"A compelling read about memoir, personal and inspiration. This book explores deep themes, masterfully written by Tim Ferriss. It stands out in its representation of Biography.",3.11,567,64
733,Hearts in Lovers,Malcolm Gladwell,Romance,"A compelling read about spark, devotion and heart. This book explores deep themes, masterfully written by Malcolm Gladwell. It stands out in its representation of Romance.",3.83,927,79
734,Inside System,Nicholas Sparks,Non-fiction,"Written by the acclaimed author Nicholas Sparks, this title delivers a gripping narrative centering on world and science. Ideal for fans of Non-fiction, it offers an immersive journey filled with exploration.",3.42,994,138
735,The Life of Autobiography,Dan Brown,Biography,"Uncovering the intricacies of career, this masterpiece by Dan Brown combines elements of Biography to create a breathtaking experience. Dive into a world where achievement and legacy shape the ultimate destiny.",2.44,829,90
736,Career Unveiled,J.K. Rowling,Biography|Science Fiction,"A compelling read about legacy, triumph, dimensions, personal, robot and star. This book explores deep themes, masterfully written by J.K. Rowling. It stands out in its representation of Biography, Science Fiction.",3.51,834,98
737,A Love in Devotion,James Clear,Romance,"Written by the acclaimed author James Clear, this title delivers a gripping narrative centering on affection and date. Ideal for fans of Romance, it offers an immersive journey filled with devotion.",4.16,206,27
738,Summer in Spark,J.K. Rowling,Romance,"Uncovering the intricacies of affection, this masterpiece by J.K. Rowling combines elements of Romance to create a breathtaking experience. Dive into a world where date and passion shape the ultimate destiny.",3.91,3441,351
739,The Sword of Magic,Stephen King,Fantasy|Romance,"A compelling read about date, dragon, heart, affection, wizard and realm. This book explores deep themes, masterfully written by Stephen King. It stands out in its representation of Fantasy, Romance.",3.98,361,27
740,Shadows of Empire,Malcolm Gladwell,Historical Fiction,"Uncovering the intricacies of war, this masterpiece by Malcolm Gladwell combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where rebel and century shape the ultimate destiny.",2.97,643,40
741,The Galaxy Matrix,Gillian Flynn,Science Fiction|Self-Help,"Uncovering the intricacies of galaxy, this masterpiece by Gillian Flynn combines elements of Science Fiction, Self-Help to create a breathtaking experience. Dive into a world where lifestyle and motivation shape the ultimate destiny.",3.56,798,99
742,Devotion Forever,Arthur C. Clarke,Romance|Historical Fiction,"Written by the acclaimed author Arthur C. Clarke, this title delivers a gripping narrative centering on love and heart. Ideal for fans of Romance, Historical Fiction, it offers an immersive journey filled with affection, century, heritage, ancient.",3.52,677,52
